STATION_ID,DNR_PARAMETER_CODE,START_DATE_TIME,RESULT_AMT,RESULT_VALUE_NO,LOD_AMT,UniqueID,result,PramName,Sample_code,Year,Ecoregion
10040432,665,7/26/2018 10:30,0.0696,0.0696,0.005,10040432_2018,0.0696,TP,2018-18,2018,Northern Lakes and Forests
10040432,665,8/28/2018 10:20,0.0897,0.0897,0.01,10040432_2018,0.0897,TP,2018-18,2018,Northern Lakes and Forests
10040432,665,10/5/2018 10:40,0.116,0.116,0.01,10040432_2018,0.116,TP,2018-18,2018,Northern Lakes and Forests
10040432,665,10/10/2018 10:50,0.408,0.408,0.01,10040432_2018,0.408,TP,2018-18,2018,Northern Lakes and Forests
10040834,665,6/21/2020 18:50,0.219,0.219,0.008,10040834_2020,0.219,TP,2020-55,2020,Southeastern Wisconsin Till Plains
10040834,665,6/21/2020 18:50,0.212,0.212,0.008,10040834_2020,0.212,TP,2020-55,2020,Southeastern Wisconsin Till Plains
10040834,665,6/22/2020 12:15,NA,ND,0.008,10040834_2020,0.004,TP,2020-55,2020,Southeastern Wisconsin Till Plains
10040834,665,7/13/2020 10:45,0.147,0.147,0.008,10040834_2020,0.147,TP,2020-55,2020,Southeastern Wisconsin Till Plains
10040834,665,8/9/2020 10:45,0.138,0.138,0.008,10040834_2020,0.138,TP,2020-55,2020,Southeastern Wisconsin Till Plains
10040834,665,9/27/2020 11:20,0.132,0.132,0.008,10040834_2020,0.132,TP,2020-55,2020,Southeastern Wisconsin Till Plains
10040834,665,10/11/2020 11:20,0.0814,0.0814,0.008,10040834_2020,0.0814,TP,2020-55,2020,Southeastern Wisconsin Till Plains
10041506,665,6/8/2020 10:20,0.0947,0.0947,0.008,10041506_2020,0.0947,TP,2020-56,2020,Southeastern Wisconsin Till Plains
10041506,665,7/13/2020 8:20,0.0251,0.0251,0.008,10041506_2020,0.0251,TP,2020-56,2020,Southeastern Wisconsin Till Plains
10041506,665,8/10/2020 9:30,0.252,0.252,0.008,10041506_2020,0.252,TP,2020-56,2020,Southeastern Wisconsin Till Plains
10041506,665,9/14/2020 9:40,0.0293,0.0293,0.008,10041506_2020,0.0293,TP,2020-56,2020,Southeastern Wisconsin Till Plains
10041506,665,10/12/2020 10:00,0.0593,0.0593,0.008,10041506_2020,0.0593,TP,2020-56,2020,Southeastern Wisconsin Till Plains
10041508,665,6/30/2020 13:28,0.172,0.172,0.008,10041508_2020,0.172,TP,2020-53,2020,Southeastern Wisconsin Till Plains
10041508,665,7/28/2020 11:10,0.106,0.106,0.008,10041508_2020,0.106,TP,2020-53,2020,Southeastern Wisconsin Till Plains
10041508,665,9/2/2020 16:03,0.0917,0.0917,0.008,10041508_2020,0.0917,TP,2020-53,2020,Southeastern Wisconsin Till Plains
10041508,665,9/28/2020 14:20,0.101,0.101,0.008,10041508_2020,0.101,TP,2020-53,2020,Southeastern Wisconsin Till Plains
10041508,665,10/31/2020 14:35,0.0726,0.0726,0.008,10041508_2020,0.0726,TP,2020-53,2020,Southeastern Wisconsin Till Plains
10041510,665,6/8/2020 10:55,NA,ND,0.008,10041510_2020,0.004,TP,2020-47,2020,Southeastern Wisconsin Till Plains
10041510,665,6/8/2020 10:55,0.0239,0.0239,0.008,10041510_2020,0.0239,TP,2020-47,2020,Southeastern Wisconsin Till Plains
10041510,665,6/8/2020 10:55,0.02,0.02,0.008,10041510_2020,0.02,TP,2020-47,2020,Southeastern Wisconsin Till Plains
10041510,665,7/13/2020 8:30,0.019,0.019,0.008,10041510_2020,0.019,TP,2020-47,2020,Southeastern Wisconsin Till Plains
10041510,665,8/10/2020 9:10,0.0194,0.0194,0.008,10041510_2020,0.0194,TP,2020-47,2020,Southeastern Wisconsin Till Plains
10041510,665,9/14/2020 9:15,0.0219,0.0219,0.008,10041510_2020,0.0219,TP,2020-47,2020,Southeastern Wisconsin Till Plains
10041510,665,10/12/2020 9:40,0.0229,0.0229,0.008,10041510_2020,0.0229,TP,2020-47,2020,Southeastern Wisconsin Till Plains
10042016,600,5/18/2016 10:50,5.28,5.28,0.03,10042016_2016,5.28,TN,2016-38,2016,North Central Hardwood Forests
10042016,600,5/23/2016 9:47,5.01,5.01,0.03,10042016_2016,5.01,TN,2016-38,2016,North Central Hardwood Forests
10042016,600,6/24/2016 14:48,4.96,4.96,0.03,10042016_2016,4.96,TN,2016-38,2016,North Central Hardwood Forests
10042016,600,6/24/2016 14:48,4.93,4.93,0.03,10042016_2016,4.93,TN,2016-38,2016,North Central Hardwood Forests
10042016,600,6/24/2016 14:55,NA,ND,0.03,10042016_2016,0.015,TN,2016-38,2016,North Central Hardwood Forests
10042016,600,7/20/2016 8:40,4.93,4.93,0.03,10042016_2016,4.93,TN,2016-38,2016,North Central Hardwood Forests
10042016,600,8/23/2016 9:21,5.02,5.02,0.03,10042016_2016,5.02,TN,2016-38,2016,North Central Hardwood Forests
10042016,600,9/20/2016 9:05,5.2,5.2,0.03,10042016_2016,5.2,TN,2016-38,2016,North Central Hardwood Forests
10042016,600,10/26/2016 10:33,4.94,4.94,0.03,10042016_2016,4.94,TN,2016-38,2016,North Central Hardwood Forests
10042016,631,5/18/2016 10:50,4.37,4.37,0.057,10042016_2016,4.37,NO2+NO3,2016-38,2016,North Central Hardwood Forests
10042016,631,5/23/2016 9:47,4.19,4.19,0.057,10042016_2016,4.19,NO2+NO3,2016-38,2016,North Central Hardwood Forests
10042016,631,6/24/2016 14:48,3.59,3.59,0.057,10042016_2016,3.59,NO2+NO3,2016-38,2016,North Central Hardwood Forests
10042016,631,6/24/2016 14:48,3.64,3.64,0.057,10042016_2016,3.64,NO2+NO3,2016-38,2016,North Central Hardwood Forests
10042016,631,6/24/2016 14:55,NA,ND,0.019,10042016_2016,0.0095,NO2+NO3,2016-38,2016,North Central Hardwood Forests
10042016,631,7/20/2016 8:40,3.86,3.86,0.057,10042016_2016,3.86,NO2+NO3,2016-38,2016,North Central Hardwood Forests
10042016,631,8/23/2016 9:21,4.27,4.27,0.038,10042016_2016,4.27,NO2+NO3,2016-38,2016,North Central Hardwood Forests
10042016,631,9/20/2016 9:05,4.96,4.96,0.038,10042016_2016,4.96,NO2+NO3,2016-38,2016,North Central Hardwood Forests
10042016,631,10/26/2016 10:33,3.35,3.35,0.095,10042016_2016,3.35,NO2+NO3,2016-38,2016,North Central Hardwood Forests
10042016,665,5/18/2016 10:50,0.0629,0.0629,0.005,10042016_2016,0.0629,TP,2016-38,2016,North Central Hardwood Forests
10042016,665,5/23/2016 9:47,0.0705,0.0705,0.005,10042016_2016,0.0705,TP,2016-38,2016,North Central Hardwood Forests
10042016,665,6/24/2016 14:48,0.101,0.101,0.005,10042016_2016,0.101,TP,2016-38,2016,North Central Hardwood Forests
10042016,665,6/24/2016 14:48,0.102,0.102,0.005,10042016_2016,0.102,TP,2016-38,2016,North Central Hardwood Forests
10042016,665,6/24/2016 14:55,NA,ND,0.005,10042016_2016,0.0025,TP,2016-38,2016,North Central Hardwood Forests
10042016,665,7/20/2016 8:40,0.065,0.065,0.005,10042016_2016,0.065,TP,2016-38,2016,North Central Hardwood Forests
10042016,665,8/23/2016 9:21,0.0636,0.0636,0.005,10042016_2016,0.0636,TP,2016-38,2016,North Central Hardwood Forests
10042016,665,9/20/2016 9:05,0.0835,0.0835,0.005,10042016_2016,0.0835,TP,2016-38,2016,North Central Hardwood Forests
10042016,665,10/26/2016 10:33,0.185,0.185,0.005,10042016_2016,0.185,TP,2016-38,2016,North Central Hardwood Forests
10042359,665,8/25/2016 9:25,0.474,0.474,0.005,10042359_2016,0.474,TP,2016-23,2016,North Central Hardwood Forests
10042359,665,9/16/2016 14:40,0.631,0.631,0.005,10042359_2016,0.631,TP,2016-23,2016,North Central Hardwood Forests
10042654,600,5/17/2021 13:30,4.02,4.02,0.058,10042654_2021,4.02,TN,2021-20,2021,Driftless Area
10042654,600,6/15/2021 10:34,3.94,3.94,0.058,10042654_2021,3.94,TN,2021-20,2021,Driftless Area
10042654,600,7/15/2021 14:25,3.86,3.86,0.058,10042654_2021,3.86,TN,2021-20,2021,Driftless Area
10042654,600,8/12/2021 13:21,3.97,3.97,0.058,10042654_2021,3.97,TN,2021-20,2021,Driftless Area
10042654,600,9/15/2021 12:26,4.06,4.06,0.058,10042654_2021,4.06,TN,2021-20,2021,Driftless Area
10042654,600,10/14/2021 12:11,3.78,3.78,0.058,10042654_2021,3.78,TN,2021-20,2021,Driftless Area
10042654,608,5/17/2021 13:30,0.0569,0.0569,0.012,10042654_2021,0.0569,NH3_N,2021-20,2021,Driftless Area
10042654,608,6/15/2021 10:34,0.066,0.066,0.012,10042654_2021,0.066,NH3_N,2021-20,2021,Driftless Area
10042654,608,7/15/2021 14:25,0.0848,0.0848,0.012,10042654_2021,0.0848,NH3_N,2021-20,2021,Driftless Area
10042654,608,8/12/2021 13:21,0.0605,0.0605,0.012,10042654_2021,0.0605,NH3_N,2021-20,2021,Driftless Area
10042654,608,9/15/2021 12:26,0.0204,0.0204,0.012,10042654_2021,0.0204,NH3_N,2021-20,2021,Driftless Area
10042654,608,10/14/2021 12:11,0.0373,0.0373,0.012,10042654_2021,0.0373,NH3_N,2021-20,2021,Driftless Area
10042654,631,5/17/2021 13:30,3.51,3.51,0.11,10042654_2021,3.51,NO2+NO3,2021-20,2021,Driftless Area
10042654,631,6/15/2021 10:34,3.4,3.4,0.11,10042654_2021,3.4,NO2+NO3,2021-20,2021,Driftless Area
10042654,631,7/15/2021 14:25,3.2,3.2,0.11,10042654_2021,3.2,NO2+NO3,2021-20,2021,Driftless Area
10042654,631,8/12/2021 13:21,3.38,3.38,0.11,10042654_2021,3.38,NO2+NO3,2021-20,2021,Driftless Area
10042654,631,9/15/2021 12:26,3.65,3.65,0.11,10042654_2021,3.65,NO2+NO3,2021-20,2021,Driftless Area
10042654,631,10/14/2021 12:11,3.44,3.44,0.11,10042654_2021,3.44,NO2+NO3,2021-20,2021,Driftless Area
10042654,665,5/17/2021 13:30,0.0646,0.0646,0.012,10042654_2021,0.0646,TP,2021-20,2021,Driftless Area
10042654,665,6/15/2021 10:34,0.165,0.165,0.009,10042654_2021,0.165,TP,2021-20,2021,Driftless Area
10042654,665,7/15/2021 14:25,0.188,0.188,0.009,10042654_2021,0.188,TP,2021-20,2021,Driftless Area
10042654,665,8/12/2021 13:21,0.159,0.159,0.009,10042654_2021,0.159,TP,2021-20,2021,Driftless Area
10042654,665,9/15/2021 12:26,0.119,0.119,0.009,10042654_2021,0.119,TP,2021-20,2021,Driftless Area
10042654,665,10/14/2021 12:11,0.125,0.125,0.009,10042654_2021,0.125,TP,2021-20,2021,Driftless Area
10042745,600,9/9/2019 12:30,0.502,0.502,0.075,10042745_2019,0.502,TN,2019-59,2019,Northern Lakes and Forests
10042745,600,9/2/2020 10:45,0.779,0.779,0.058,10042745_2020,0.779,TN,2020-62,2020,Northern Lakes and Forests
10042745,600,8/3/2021 12:10,0.536,0.536,0.058,10042745_2021,0.536,TN,2021-41,2021,Northern Lakes and Forests
10042745,600,8/3/2022 12:10,0.447,0.447,0.058,10042745_2022,0.447,TN,2022-13,2022,Northern Lakes and Forests
10042745,608,8/15/2017 10:30,0.0258,0.0258,0.015,10042745_2017,0.0258,NH3_N,2017-63,2017,Northern Lakes and Forests
10042745,608,8/7/2018 11:30,0.0158,0.0158,0.015,10042745_2018,0.0158,NH3_N,2018-45,2018,Northern Lakes and Forests
10042745,608,9/9/2019 12:30,NA,ND,0.015,10042745_2019,0.0075,NH3_N,2019-59,2019,Northern Lakes and Forests
10042745,608,9/2/2020 10:45,NA,ND,0.017,10042745_2020,0.0085,NH3_N,2020-62,2020,Northern Lakes and Forests
10042745,608,8/3/2021 12:10,NA,ND,0.012,10042745_2021,0.006,NH3_N,2021-41,2021,Northern Lakes and Forests
10042745,608,8/3/2022 12:10,NA,ND,0.012,10042745_2022,0.006,NH3_N,2022-13,2022,Northern Lakes and Forests
10042745,631,8/15/2017 10:30,NA,ND,0.019,10042745_2017,0.0095,NO2+NO3,2017-63,2017,Northern Lakes and Forests
10042745,631,8/7/2018 11:30,NA,ND,0.036,10042745_2018,0.018,NO2+NO3,2018-45,2018,Northern Lakes and Forests
10042745,631,9/9/2019 12:30,NA,ND,0.036,10042745_2019,0.018,NO2+NO3,2019-59,2019,Northern Lakes and Forests
10042745,631,9/2/2020 10:45,NA,ND,0.04,10042745_2020,0.02,NO2+NO3,2020-62,2020,Northern Lakes and Forests
10042745,631,8/3/2021 12:10,NA,ND,0.055,10042745_2021,0.0275,NO2+NO3,2021-41,2021,Northern Lakes and Forests
10042745,631,8/3/2022 12:10,NA,ND,0.055,10042745_2022,0.0275,NO2+NO3,2022-13,2022,Northern Lakes and Forests
10042745,665,8/15/2017 10:30,0.0243,0.0243,0.005,10042745_2017,0.0243,TP,2017-63,2017,Northern Lakes and Forests
10042745,665,8/7/2018 11:30,0.0309,0.0309,0.005,10042745_2018,0.0309,TP,2018-45,2018,Northern Lakes and Forests
10042745,665,9/9/2019 12:30,0.02,0.02,0.008,10042745_2019,0.02,TP,2019-59,2019,Northern Lakes and Forests
10042745,665,9/2/2020 10:45,0.0308,0.0308,0.008,10042745_2020,0.0308,TP,2020-62,2020,Northern Lakes and Forests
10042745,665,8/3/2021 12:10,0.0198,0.0198,0.009,10042745_2021,0.0198,TP,2021-41,2021,Northern Lakes and Forests
10042745,665,8/3/2022 12:10,0.017,0.017,0.009,10042745_2022,0.017,TP,2022-13,2022,Northern Lakes and Forests
10043028,665,5/24/2016 13:15,0.0769,0.0769,0.005,10043028_2016,0.0769,TP,2016-79,2016,Southeastern Wisconsin Till Plains
10043028,665,7/20/2016 18:30,0.131,0.131,0.005,10043028_2016,0.131,TP,2016-79,2016,Southeastern Wisconsin Till Plains
10043028,665,8/17/2016 18:15,0.183,0.183,0.005,10043028_2016,0.183,TP,2016-79,2016,Southeastern Wisconsin Till Plains
10043028,665,9/14/2016 18:00,0.132,0.132,0.005,10043028_2016,0.132,TP,2016-79,2016,Southeastern Wisconsin Till Plains
10043028,665,10/10/2016 18:00,0.0883,0.0883,0.005,10043028_2016,0.0883,TP,2016-79,2016,Southeastern Wisconsin Till Plains
10043028,665,5/23/2017 17:00,0.118,0.118,0.005,10043028_2017,0.118,TP,2017-10,2017,Southeastern Wisconsin Till Plains
10043028,665,6/28/2017 17:00,0.147,0.147,0.005,10043028_2017,0.147,TP,2017-10,2017,Southeastern Wisconsin Till Plains
10043028,665,7/25/2017 16:30,0.14,0.14,0.005,10043028_2017,0.14,TP,2017-10,2017,Southeastern Wisconsin Till Plains
10043028,665,8/21/2017 17:00,0.139,0.139,0.005,10043028_2017,0.139,TP,2017-10,2017,Southeastern Wisconsin Till Plains
10043028,665,9/19/2017 17:30,0.114,0.114,0.005,10043028_2017,0.114,TP,2017-10,2017,Southeastern Wisconsin Till Plains
10043028,665,10/24/2017 0:00,0.0873,0.0873,0.005,10043028_2017,0.0873,TP,2017-10,2017,Southeastern Wisconsin Till Plains
10043171,665,5/30/2016 18:16,0.36,0.36,0.005,10043171_2016,0.36,TP,2016-24,2016,North Central Hardwood Forests
10043171,665,7/8/2016 19:02,0.104,0.104,0.005,10043171_2016,0.104,TP,2016-24,2016,North Central Hardwood Forests
10043171,665,7/31/2016 18:14,0.337,0.337,0.005,10043171_2016,0.337,TP,2016-24,2016,North Central Hardwood Forests
10043171,665,8/31/2016 19:40,0.832,0.832,0.005,10043171_2016,0.832,TP,2016-24,2016,North Central Hardwood Forests
10043171,665,9/30/2016 17:41,0.119,0.119,0.005,10043171_2016,0.119,TP,2016-24,2016,North Central Hardwood Forests
10043172,665,5/30/2016 18:28,0.0636,0.0636,0.005,10043172_2016,0.0636,TP,2016-22,2016,North Central Hardwood Forests
10043172,665,7/8/2016 18:37,0.222,0.222,0.005,10043172_2016,0.222,TP,2016-22,2016,North Central Hardwood Forests
10043172,665,7/31/2016 18:41,0.0438,0.0438,0.005,10043172_2016,0.0438,TP,2016-22,2016,North Central Hardwood Forests
10043172,665,8/31/2016 19:58,0.0595,0.0595,0.005,10043172_2016,0.0595,TP,2016-22,2016,North Central Hardwood Forests
10043172,665,9/30/2016 18:03,0.0384,0.0384,0.005,10043172_2016,0.0384,TP,2016-22,2016,North Central Hardwood Forests
10043173,665,5/30/2016 18:33,0.0779,0.0779,0.005,10043173_2016,0.0779,TP,2016-25,2016,North Central Hardwood Forests
10043173,665,7/8/2016 19:04,0.0775,0.0775,0.005,10043173_2016,0.0775,TP,2016-25,2016,North Central Hardwood Forests
10043173,665,7/31/2016 18:43,0.092,0.092,0.005,10043173_2016,0.092,TP,2016-25,2016,North Central Hardwood Forests
10043173,665,8/31/2016 20:04,0.0888,0.0888,0.005,10043173_2016,0.0888,TP,2016-25,2016,North Central Hardwood Forests
10043173,665,9/30/2016 18:07,0.0683,0.0683,0.005,10043173_2016,0.0683,TP,2016-25,2016,North Central Hardwood Forests
10043176,665,5/30/2016 18:06,0.0357,0.0357,0.005,10043176_2016,0.0357,TP,2016-20,2016,North Central Hardwood Forests
10043176,665,7/8/2016 18:45,0.0434,0.0434,0.005,10043176_2016,0.0434,TP,2016-20,2016,North Central Hardwood Forests
10043176,665,7/31/2016 18:23,0.0496,0.0496,0.005,10043176_2016,0.0496,TP,2016-20,2016,North Central Hardwood Forests
10043176,665,8/31/2016 19:46,0.0406,0.0406,0.005,10043176_2016,0.0406,TP,2016-20,2016,North Central Hardwood Forests
10043176,665,9/30/2016 17:47,0.0396,0.0396,0.005,10043176_2016,0.0396,TP,2016-20,2016,North Central Hardwood Forests
10043487,600,5/19/2016 11:20,0.633,0.633,0.03,10043487_2016,0.633,TN,2016-61,2016,Northern Lakes and Forests
10043487,600,6/13/2016 10:00,0.915,0.915,0.03,10043487_2016,0.915,TN,2016-61,2016,Northern Lakes and Forests
10043487,600,7/19/2016 11:00,0.945,0.945,0.03,10043487_2016,0.945,TN,2016-61,2016,Northern Lakes and Forests
10043487,600,8/15/2016 12:18,1.54,1.54,0.03,10043487_2016,1.54,TN,2016-61,2016,Northern Lakes and Forests
10043487,600,9/19/2016 9:15,1,1,0.03,10043487_2016,1,TN,2016-61,2016,Northern Lakes and Forests
10043487,600,10/17/2016 10:25,0.898,0.898,0.03,10043487_2016,0.898,TN,2016-61,2016,Northern Lakes and Forests
10043487,608,5/19/2016 11:20,0.0183,0.0183,0.015,10043487_2016,0.0183,NH3_N,2016-61,2016,Northern Lakes and Forests
10043487,608,6/13/2016 10:00,NA,ND,0.015,10043487_2016,0.0075,NH3_N,2016-61,2016,Northern Lakes and Forests
10043487,608,7/19/2016 11:00,0.0303,0.0303,0.015,10043487_2016,0.0303,NH3_N,2016-61,2016,Northern Lakes and Forests
10043487,608,8/15/2016 12:18,0.105,0.105,0.015,10043487_2016,0.105,NH3_N,2016-61,2016,Northern Lakes and Forests
10043487,608,9/19/2016 9:15,0.104,0.104,0.015,10043487_2016,0.104,NH3_N,2016-61,2016,Northern Lakes and Forests
10043487,608,10/17/2016 10:25,0.0675,0.0675,0.015,10043487_2016,0.0675,NH3_N,2016-61,2016,Northern Lakes and Forests
10043487,631,5/19/2016 11:20,NA,ND,0.019,10043487_2016,0.0095,NO2+NO3,2016-61,2016,Northern Lakes and Forests
10043487,631,6/13/2016 10:00,NA,ND,0.019,10043487_2016,0.0095,NO2+NO3,2016-61,2016,Northern Lakes and Forests
10043487,631,7/19/2016 11:00,NA,ND,0.019,10043487_2016,0.0095,NO2+NO3,2016-61,2016,Northern Lakes and Forests
10043487,631,8/15/2016 12:18,NA,ND,0.019,10043487_2016,0.0095,NO2+NO3,2016-61,2016,Northern Lakes and Forests
10043487,631,9/19/2016 9:15,NA,ND,0.019,10043487_2016,0.0095,NO2+NO3,2016-61,2016,Northern Lakes and Forests
10043487,631,10/17/2016 10:25,NA,ND,0.019,10043487_2016,0.0095,NO2+NO3,2016-61,2016,Northern Lakes and Forests
10043487,665,5/19/2016 11:20,0.0141,0.0141,0.005,10043487_2016,0.0141,TP,2016-61,2016,Northern Lakes and Forests
10043487,665,6/13/2016 10:00,0.0243,0.0243,0.005,10043487_2016,0.0243,TP,2016-61,2016,Northern Lakes and Forests
10043487,665,7/19/2016 11:00,0.0306,0.0306,0.005,10043487_2016,0.0306,TP,2016-61,2016,Northern Lakes and Forests
10043487,665,8/15/2016 12:18,0.123,0.123,0.005,10043487_2016,0.123,TP,2016-61,2016,Northern Lakes and Forests
10043487,665,9/19/2016 9:15,0.0608,0.0608,0.005,10043487_2016,0.0608,TP,2016-61,2016,Northern Lakes and Forests
10043487,665,10/17/2016 10:25,0.0212,0.0212,0.005,10043487_2016,0.0212,TP,2016-61,2016,Northern Lakes and Forests
10043799,665,5/22/2016 11:30,0.105,0.105,0.005,10043799_2016,0.105,TP,2016-27,2016,Driftless Area
10043799,665,6/19/2016 11:35,0.132,0.132,0.005,10043799_2016,0.132,TP,2016-27,2016,Driftless Area
10043799,665,7/17/2016 11:37,0.148,0.148,0.005,10043799_2016,0.148,TP,2016-27,2016,Driftless Area
10043799,665,8/21/2016 12:17,0.23,0.23,0.005,10043799_2016,0.23,TP,2016-27,2016,Driftless Area
10043799,665,9/18/2016 11:57,0.116,0.116,0.005,10043799_2016,0.116,TP,2016-27,2016,Driftless Area
10043799,665,10/16/2016 12:12,0.093,0.093,0.005,10043799_2016,0.093,TP,2016-27,2016,Driftless Area
10043799,665,5/22/2017 9:19,0.212,0.212,0.005,10043799_2017,0.212,TP,2017-70,2017,Driftless Area
10043799,665,6/19/2017 9:15,0.197,0.197,0.005,10043799_2017,0.197,TP,2017-70,2017,Driftless Area
10043799,665,7/17/2017 8:25,0.125,0.125,0.005,10043799_2017,0.125,TP,2017-70,2017,Driftless Area
10043799,665,8/21/2017 10:37,0.261,0.261,0.005,10043799_2017,0.261,TP,2017-70,2017,Driftless Area
10043799,665,9/18/2017 9:25,0.143,0.143,0.005,10043799_2017,0.143,TP,2017-70,2017,Driftless Area
10043799,665,10/16/2017 9:54,0.123,0.123,0.005,10043799_2017,0.123,TP,2017-70,2017,Driftless Area
10043985,600,5/9/2016 15:00,3.01,3.01,0.03,10043985_2016,3.01,TN,2016-35,2016,North Central Hardwood Forests
10043985,600,6/7/2016 12:00,3.07,3.07,0.03,10043985_2016,3.07,TN,2016-35,2016,North Central Hardwood Forests
10043985,600,7/11/2016 12:31,3.23,3.23,0.03,10043985_2016,3.23,TN,2016-35,2016,North Central Hardwood Forests
10043985,600,8/8/2016 11:30,3.07,3.07,0.03,10043985_2016,3.07,TN,2016-35,2016,North Central Hardwood Forests
10043985,600,9/6/2016 14:30,2.98,2.98,0.03,10043985_2016,2.98,TN,2016-35,2016,North Central Hardwood Forests
10043985,600,10/4/2016 12:10,3.1,3.1,0.03,10043985_2016,3.1,TN,2016-35,2016,North Central Hardwood Forests
10043985,631,5/9/2016 15:00,2.5,2.5,0.019,10043985_2016,2.5,NO2+NO3,2016-35,2016,North Central Hardwood Forests
10043985,631,6/7/2016 12:00,2.1,2.1,0.019,10043985_2016,2.1,NO2+NO3,2016-35,2016,North Central Hardwood Forests
10043985,631,7/11/2016 12:31,2.64,2.64,0.019,10043985_2016,2.64,NO2+NO3,2016-35,2016,North Central Hardwood Forests
10043985,631,8/8/2016 11:30,2.56,2.56,0.019,10043985_2016,2.56,NO2+NO3,2016-35,2016,North Central Hardwood Forests
10043985,631,9/6/2016 14:30,2.6,2.6,0.019,10043985_2016,2.6,NO2+NO3,2016-35,2016,North Central Hardwood Forests
10043985,631,10/4/2016 12:10,2.54,2.54,0.019,10043985_2016,2.54,NO2+NO3,2016-35,2016,North Central Hardwood Forests
10043985,665,5/9/2016 15:00,NA,ND,0.005,10043985_2016,0.0025,TP,2016-35,2016,North Central Hardwood Forests
10043985,665,5/9/2016 15:00,0.0144,0.0144,0.005,10043985_2016,0.0144,TP,2016-35,2016,North Central Hardwood Forests
10043985,665,5/9/2016 15:00,0.0155,0.0155,0.005,10043985_2016,0.0155,TP,2016-35,2016,North Central Hardwood Forests
10043985,665,6/7/2016 12:00,0.027,0.027,0.005,10043985_2016,0.027,TP,2016-35,2016,North Central Hardwood Forests
10043985,665,7/11/2016 12:31,0.0331,0.0331,0.005,10043985_2016,0.0331,TP,2016-35,2016,North Central Hardwood Forests
10043985,665,8/8/2016 11:30,0.0282,0.0282,0.005,10043985_2016,0.0282,TP,2016-35,2016,North Central Hardwood Forests
10043985,665,9/6/2016 14:30,0.029,0.029,0.005,10043985_2016,0.029,TP,2016-35,2016,North Central Hardwood Forests
10043985,665,10/4/2016 12:10,0.0164,0.0164,0.005,10043985_2016,0.0164,TP,2016-35,2016,North Central Hardwood Forests
10044215,665,5/6/2019 8:55,0.0654,0.0654,0.008,10044215_2019,0.0654,TP,2019-42,2019,Southeastern Wisconsin Till Plains
10044215,665,6/4/2019 8:25,0.093,0.093,0.008,10044215_2019,0.093,TP,2019-42,2019,Southeastern Wisconsin Till Plains
10044215,665,7/9/2019 8:50,0.0552,0.0552,0.008,10044215_2019,0.0552,TP,2019-42,2019,Southeastern Wisconsin Till Plains
10044215,665,8/6/2019 8:30,0.708,0.708,0.008,10044215_2019,0.708,TP,2019-42,2019,Southeastern Wisconsin Till Plains
10044215,665,9/3/2019 8:55,0.101,0.101,0.008,10044215_2019,0.101,TP,2019-42,2019,Southeastern Wisconsin Till Plains
10044215,665,10/8/2019 8:25,0.194,0.194,0.008,10044215_2019,0.194,TP,2019-42,2019,Southeastern Wisconsin Till Plains
10044256,600,5/8/2017 10:15,3.88,3.88,0.075,10044256_2017,3.88,TN,2017-51,2017,North Central Hardwood Forests
10044256,600,5/30/2017 9:00,5.02,5.02,0.15,10044256_2017,5.02,TN,2017-51,2017,North Central Hardwood Forests
10044256,600,6/19/2017 7:17,4.79,4.79,0.075,10044256_2017,4.79,TN,2017-51,2017,North Central Hardwood Forests
10044256,600,7/11/2017 7:31,6.44,6.44,0.15,10044256_2017,6.44,TN,2017-51,2017,North Central Hardwood Forests
10044256,600,7/25/2017 7:25,9.87,9.87,0.225,10044256_2017,9.87,TN,2017-51,2017,North Central Hardwood Forests
10044256,600,8/15/2017 7:22,7.92,7.92,0.225,10044256_2017,7.92,TN,2017-51,2017,North Central Hardwood Forests
10044256,600,9/19/2017 7:42,9.99,9.99,0.225,10044256_2017,9.99,TN,2017-51,2017,North Central Hardwood Forests
10044256,600,10/10/2017 7:25,4.66,4.66,0.075,10044256_2017,4.66,TN,2017-51,2017,North Central Hardwood Forests
10044256,631,5/8/2017 10:15,2.79,2.79,0.019,10044256_2017,2.79,NO2+NO3,2017-51,2017,North Central Hardwood Forests
10044256,631,5/30/2017 9:00,4.02,4.02,0.095,10044256_2017,4.02,NO2+NO3,2017-51,2017,North Central Hardwood Forests
10044256,631,6/19/2017 7:17,2.56,2.56,0.019,10044256_2017,2.56,NO2+NO3,2017-51,2017,North Central Hardwood Forests
10044256,631,7/11/2017 7:31,3.76,3.76,0.038,10044256_2017,3.76,NO2+NO3,2017-51,2017,North Central Hardwood Forests
10044256,631,7/25/2017 7:25,8.52,8.52,0.114,10044256_2017,8.52,NO2+NO3,2017-51,2017,North Central Hardwood Forests
10044256,631,8/15/2017 7:22,6.72,6.72,0.114,10044256_2017,6.72,NO2+NO3,2017-51,2017,North Central Hardwood Forests
10044256,631,9/19/2017 7:42,8.77,8.77,0.19,10044256_2017,8.77,NO2+NO3,2017-51,2017,North Central Hardwood Forests
10044256,631,10/10/2017 7:25,2.33,2.33,0.036,10044256_2017,2.33,NO2+NO3,2017-51,2017,North Central Hardwood Forests
10044256,665,5/8/2017 10:15,0.0398,0.0398,0.005,10044256_2017,0.0398,TP,2017-51,2017,North Central Hardwood Forests
